name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl/kmpkg),engine(CC),max_power(bhp),seats
MarutiOmni5SeaterBSIV,2011,130000,70000,Petrol,Individual,Manual,SecondOwner,14,796,35,5
MarutiAlto800LXI,2013,185000,80000,Petrol,Individual,Manual,SecondOwner,22.74,796,47.3,5
HyundaiSantroXing(Non-AC),2010,110000,80000,Petrol,Individual,Manual,SecondOwner,0,1086,62.1,5
MahindraBolero2011-2019SLX,2012,450000,120000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
HyundaiGrandi101.2KappaSportzBSIV,2018,500000,20000,Petrol,Individual,Manual,SecondOwner,18.9,1197,81.86,5
FordEcoSport1.5PetrolAmbienteBSIV,2017,570000,31596,Petrol,Dealer,Manual,FirstOwner,17,1497,121.36,5
MahindraXUV500W62WD,2013,650000,85710,Diesel,Dealer,Manual,FirstOwner,15.1,2179,140,7
ToyotaFortuner3.0Diesel,2012,1680000,129627,Diesel,Dealer,Manual,FirstOwner,11.5,2982,171,7
DatsunRediGOTOption,2018,250000,10000,Petrol,Individual,Manual,FirstOwner,22.7,799,53.64,5
Hyundaii10Sportz,2014,320000,15000,Petrol,Individual,Manual,FirstOwner,20.36,1197,78.9,5
MarutiWagonRAMTVXI,2017,440000,35000,Petrol,Individual,Automatic,FirstOwner,20.51,998,67,5
Hyundaii20Sportz1.2,2013,315000,49000,Petrol,Individual,Manual,SecondOwner,18.5,1197,82.85,5
HyundaiSantroXingABS,2007,100000,70000,Petrol,Individual,Manual,ThirdOwner,,,,
TataManzaAuraQuadrajet,2010,202999,158000,Diesel,Individual,Manual,FirstOwner,18.8,1248,90,5
HyundaiEONEra,2012,179000,30000,Petrol,Individual,Manual,SecondOwner,21.1,814,55.2,5
Hyundaii10Magna1.2iTechSE,2008,140000,60000,Petrol,Individual,Manual,SecondOwner,20.36,1197,78.9,5
MarutiZenEstilo1.1LXIBSIII,2008,150000,40000,Petrol,Individual,Manual,SecondOwner,18.2,1061,64,5
MahindraBoleroSLX,2011,440000,60000,Diesel,Individual,Manual,SecondOwner,13.6,2523,63,7
FordFigoDieselEXI,2011,250000,55130,Diesel,Dealer,Manual,SecondOwner,20,1399,68,5
MarutiWagonRVXIBSIV,2014,330000,22000,Petrol,Individual,Manual,FirstOwner,20.51,998,67.04,5
FordFigoPetrolZXI,2010,250000,48000,Petrol,Individual,Manual,FirstOwner,15.6,1196,70,5
Hyundaii20Magna,2012,335000,45000,Petrol,Individual,Manual,FirstOwner,18.5,1197,82.85,5
MahindraXUV500W4,2016,1025000,22522,Diesel,Dealer,Manual,FirstOwner,16,2179,140,7
Hyundaii201.2Magna,2012,320000,51856,Petrol,Dealer,Manual,ThirdOwner,18.5,1197,80,5
MarutiCiazRSZXiPlus,2015,550000,29434,Petrol,Individual,Manual,FirstOwner,20.73,1373,91.1,5
HondaWR-Vi-DTECVX,2018,800000,25000,Diesel,Individual,Manual,FirstOwner,25.5,1498,98.6,5
TataTiago1.2RevotronXZ,2017,380000,28000,Petrol,Individual,Manual,SecondOwner,23.84,1199,84,5
RenaultDuster85PSDieselRxLOptional,2013,400000,44500,Diesel,Individual,Manual,SecondOwner,20.46,1461,83.8,5
MarutiWagonRVXIBSIV,2016,375000,34500,Petrol,Individual,Manual,FirstOwner,20.51,998,67.04,5
HondaCityi-VTECCVTZX,2017,1100000,20000,Petrol,Individual,Automatic,FirstOwner,18,1497,117.6,5
Hyundaii201.2Spotz,2018,650000,15000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
NissanMicraXVCVT,2014,361000,26000,Petrol,Individual,Automatic,FirstOwner,19.34,1198,76,5
HyundaiEONDLitePlus,2012,140000,20000,Petrol,Individual,Manual,FirstOwner,21.1,814,55.2,5
HyundaiXcent1.2VTVTS,2019,550000,3000,Petrol,Individual,Manual,FirstOwner,20.14,1197,81.86,5
HondaAmazeVXPetrolBSIV,2019,670000,20000,Petrol,Individual,Manual,FirstOwner,19.5,1199,88.76,5
MarutiVitaraBrezzaZDiPlus,2017,880000,25000,Diesel,Individual,Manual,FirstOwner,24.3,1248,88.5,5
FordEcoSport1.5DieselTitaniumPlusBSIV,2018,950000,35000,Diesel,Individual,Manual,FirstOwner,23,1498,98.96,5
ChevroletCruzeLTZ,2010,300000,60000,Diesel,Individual,Manual,FirstOwner,18.3,1991,147.9,5
HondaCityi-VTECCVTVX,2017,1150000,6825,Petrol,Individual,Automatic,FirstOwner,18,1497,117.6,5
ChevroletCruzeLTZAT,2015,450000,155000,Diesel,Individual,Automatic,FirstOwner,14.81,1998,163.7,5
MarutiEecoCNG5SeaterACBSIV,2018,375000,50000,CNG,Individual,Manual,FirstOwner,21.94,1196,61.7,5
MarutiErtigaBSIVVXI,2016,600000,13500,Petrol,Individual,Manual,FirstOwner,17.5,1373,91.1,7
ToyotaInnova2.5VDiesel8-seater,2008,700000,260000,Diesel,Individual,Manual,FirstOwner,12.8,2494,102,8
HyundaiXcent1.2CRDiS,2018,600000,65000,Diesel,Individual,Manual,FirstOwner,25.4,1186,73.97,5
MahindraXyloH9,2014,630000,95000,Diesel,Individual,Manual,SecondOwner,14.02,2179,118.3,8
MarutiCiazZXi,2016,590000,40000,Petrol,Individual,Manual,SecondOwner,20.73,1373,91.1,5
HyundaiSantroEra,2019,420000,30000,Petrol,Individual,Manual,FirstOwner,20.3,1086,68,5
MitsubishiPajeroSport4X4DualTone,2016,1950000,120000,Diesel,Individual,Manual,FirstOwner,13.5,2477,175.56,7
TataNewSafariDicorEX4X2BSIV,2013,541000,112011,Diesel,Individual,Manual,FirstOwner,13.93,2179,138.1,7
ToyotaInnova2.5G(Diesel)7Seater,2015,900000,125000,Diesel,Individual,Manual,FirstOwner,12.99,2494,100.6,7
ToyotaInnova2.5G(Diesel)7Seater,2015,900000,125000,Diesel,Individual,Manual,FirstOwner,12.99,2494,100.6,7
TataManzaAuraQuadrajet,2009,250000,43000,Diesel,Individual,Manual,FirstOwner,18.8,1248,90,5
MahindraBolero2011-2019SLE,2019,670000,53534,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
TataTigor2017-2020XZPlus,2019,530000,20000,Petrol,Individual,Manual,FirstOwner,20.3,1199,83.81,5
ChevroletBeatDieselLT,2012,150000,70000,Diesel,Individual,Manual,SecondOwner,25.44,936,57.6,5
MahindraXUV500W82WD,2013,550000,70000,Diesel,Individual,Manual,ThirdOwner,15.1,2179,140,7
MahindraScorpio1.99S4Plus,2015,650000,150000,Diesel,Individual,Manual,FirstOwner,15.4,1997,120,7
TataIndicaVistaTDILX,2012,180000,100000,Diesel,Individual,Manual,SecondOwner,19.4,1405,70,5
MahindraThar4X4,2015,585000,50000,Diesel,Individual,Manual,FirstOwner,16.55,2498,105,7
Hyundaii20Magna,2013,345000,120000,Petrol,Individual,Manual,SecondOwner,18.5,1197,82.85,5
MarutiSwiftVDI,2013,350000,110000,Diesel,Individual,Manual,ThirdOwner,22.9,1248,74,5
HondaBRVi-VTECVMT,2016,725000,140000,Petrol,Individual,Manual,FirstOwner,15.4,1497,117.3,7
TataVentureEX7Str,2012,250000,120000,Diesel,Individual,Manual,FirstOwner,15.42,1405,70,7
Maruti800AC,2002,45000,70000,Petrol,Individual,Manual,SecondOwner,16.1,796,37,4
ToyotaInnova2.5EDieselMS8-seater,2007,409999,248119,Diesel,Individual,Manual,Fourth&AboveOwner,12.8,2494,102,8
RenaultKWID1.0RXTOptional,2017,325000,16500,Petrol,Individual,Manual,SecondOwner,23.01,999,67,5
MarutiAltoK10VXI,2016,350000,9900,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
MarutiAltoLXi,2012,180000,80000,Petrol,Individual,Manual,ThirdOwner,19.7,796,46.3,5
FiatLineaEmotion,2010,150000,100000,Petrol,Individual,Manual,SecondOwner,16,1368,90,5
MarutiDzireZXI,2020,700000,20000,Petrol,Individual,Manual,FirstOwner,23.26,1197,88.5,5
MarutiCiazZDiPlusSHVS,2016,795000,90000,Diesel,Individual,Manual,FirstOwner,28.09,1248,88.5,5
MahindraTharCRDe,2019,950000,15000,Diesel,Individual,Manual,FirstOwner,16.55,2498,105,6
VolkswagenVento1.5HighlinePlusAT16Alloy,2018,885000,75000,Diesel,Individual,Automatic,FirstOwner,21.5,1498,108.5,5
MarutiRitzLDi,2011,160000,140000,Diesel,Individual,Manual,FirstOwner,21.1,1248,73.9,5
Hyundaii201.4CRDiAsta,2012,300000,120000,Diesel,Individual,Manual,SecondOwner,23,1396,90,5
VolkswagenVento1.5HighlinePlusAT16Alloy,2018,950000,75000,Diesel,Individual,Automatic,FirstOwner,21.5,1498,108.5,5
MarutiErtigaVDI,2015,549000,90000,Diesel,Individual,Manual,FirstOwner,20.77,1248,88.76,7
AudiA335TDIPremiumPlus,2018,3000000,20000,Diesel,Individual,Automatic,FirstOwner,20.38,1968,143,5
ToyotaInnova2.5VX(Diesel)7Seater,2015,1200000,61000,Diesel,Individual,Manual,FirstOwner,12.99,2494,100.6,7
RenaultFluenceDieselE4,2012,570000,100000,Diesel,Individual,Manual,SecondOwner,21.8,1461,78,5
MahindraTharCRDe,2017,800000,60000,Diesel,Individual,Manual,SecondOwner,16.55,2498,105,6
HyundaiVernaCRDiSXABS,2009,375000,100000,Diesel,Individual,Manual,FirstOwner,18.1,1493,110,5
MahindraBoleroSLX,2009,300000,170000,Diesel,Individual,Manual,ThirdOwner,13.6,2523,63,7
ToyotaEtiosG,2013,350000,100000,Petrol,Individual,Manual,SecondOwner,16.78,1496,88.73,5
MahindraBoleroSLX,2011,400000,120000,Diesel,Individual,Manual,SecondOwner,13.6,2523,63,7
VolkswagenPolo1.5TDIComfortline,2015,434999,50000,Diesel,Individual,Manual,FirstOwner,20.14,1498,88.8,5
ToyotaEtiosLivaG,2012,200000,120000,Petrol,Individual,Manual,SecondOwner,,,,
MarutiAlto800LXI,2015,260000,25000,Petrol,Individual,Manual,FirstOwner,22.74,796,47.3,5
MarutiSwiftVDI,2013,450000,24019,Diesel,Individual,Manual,FirstOwner,22.9,1248,74,5
HyundaiVerna1.6SX,2013,459999,80000,Diesel,Individual,Manual,SecondOwner,22.32,1582,126.32,5
MarutiRitzVDiABS,2011,210000,100000,Diesel,Individual,Manual,SecondOwner,21.1,1248,73.9,5
MarutiSwiftDzireVXI,2015,540000,93000,Petrol,Individual,Manual,SecondOwner,20.85,1197,83.14,5
MarutiErtigaSHVSVDI,2017,710000,50000,Diesel,Individual,Manual,FirstOwner,24.52,1248,88.5,7
MarutiAlto800VXI,2018,285000,22000,Petrol,Individual,Manual,FirstOwner,24.7,796,47.3,5
HyundaiCreta1.4EPlus,2019,990000,19600,Diesel,Individual,Manual,FirstOwner,22.1,1396,88.7,5
TataIndigoCSeGLSBSIV,2017,362000,104000,Petrol,Individual,Manual,FirstOwner,15.64,1193,64.1,5
FordEcoSport1.5DieselTitaniumPlusBSIV,2017,880000,33000,Diesel,Individual,Manual,FirstOwner,23,1498,98.96,5
MahindraTUV300mHAWK100T8,2017,700000,60000,Diesel,Individual,Manual,FirstOwner,18.49,1493,100,7
MahindraBolero2011-2019DI-ACBSIII,2016,600000,60000,Diesel,Individual,Manual,FirstOwner,15.96,2523,63,9
NissanTerranoXL,2015,700000,40000,Petrol,Individual,Manual,FirstOwner,13.24,1598,102.5,5
TataTiago1.05RevotorqXT,2016,400000,60000,Diesel,Individual,Manual,FirstOwner,27.28,1047,69,5
HyundaiAentExecutiveLPG,2010,165000,80000,LPG,Individual,Manual,FirstOwner,13.2,1495,93.7,5
ToyotaInnova2.5VDiesel8-seater,2007,350000,376412,Diesel,Individual,Manual,SecondOwner,12.8,2494,102,8
MarutiErtigaVXI,2014,425000,80000,Petrol,Individual,Manual,ThirdOwner,16.02,1373,93.7,7
HyundaiSantroXingGLPlus,2012,180000,70000,Petrol,Individual,Manual,FirstOwner,17.92,1086,62.1,5
MarutiAltoK102010-2014VXI,2012,170000,90000,Petrol,Individual,Manual,ThirdOwner,20.92,998,67.1,5
MahindraBolero2011-2019DINONACBSIIIWhite,2014,370000,183000,Diesel,Individual,Manual,FirstOwner,15.96,2523,63,9
MarutiVitaraBrezzaVDi,2018,800000,27000,Diesel,Individual,Manual,FirstOwner,24.3,1248,88.5,5
FordEcoSport1.5DieselTitaniumPlusBSIV,2017,900000,35000,Diesel,Individual,Manual,FirstOwner,23,1498,98.96,5
MarutiSwiftVDI,2013,390000,120000,Diesel,Individual,Manual,FirstOwner,22.9,1248,74,5
MarutiSwiftDzireVDI,2014,445000,80000,Diesel,Individual,Manual,SecondOwner,23.4,1248,74,5
MarutiSwiftDzireVDI,2014,459999,70000,Diesel,Individual,Manual,Fourth&AboveOwner,23.4,1248,74,5
MarutiWagonRLXIDUOBSIV,2013,275000,55000,LPG,Individual,Manual,FirstOwner,14.4,998,61.7,5
MarutiRitzVDi,2009,200000,120000,Diesel,Individual,Manual,SecondOwner,21.1,1248,73.9,5
MarutiSwiftDzire1.2LxiBSIV,2012,350000,72000,Petrol,Individual,Manual,SecondOwner,17.5,1197,85.8,5
TataNewSafari4X4EXIBSIII,2007,95000,120000,Diesel,Individual,Manual,SecondOwner,12,2092,127,7
ToyotaEtiosGD,2014,550000,250000,Diesel,Individual,Manual,FirstOwner,23.59,1364,67.04,5
ChevroletTaveraNeo3LT9SeatsBSIII,2016,900000,100000,Diesel,Individual,Manual,FirstOwner,13.58,2499,72.4,9
TataSumoGoldGX,2013,350000,120000,Diesel,Individual,Manual,SecondOwner,15.3,2956,83.83,7
NissanMicraXVCVT,2015,325000,50000,Petrol,Individual,Automatic,FirstOwner,19.34,1198,76,5
HyundaiGrandi10Asta,2014,455999,32000,Petrol,Individual,Manual,FirstOwner,18.9,1197,82,5
MarutiAltoSTD,2008,129000,60000,Petrol,Individual,Manual,FirstOwner,19.7,796,46.3,5
MarutiAlto800LXI,2017,254000,40000,Petrol,Individual,Manual,FirstOwner,24.7,796,47.3,5
FordEcosport1.5DieselTrend,2014,570000,48000,Diesel,Individual,Manual,FirstOwner,21.7,1498,98.96,5
NissanTerranoXLDOption,2018,840000,30000,Diesel,Individual,Manual,FirstOwner,19.87,1461,83.14,5
TataNewSafariDICOR2.2GX4x2BSIV,2010,235000,100000,Diesel,Individual,Manual,SecondOwner,13.93,2179,138.1,7
MahindraTUV300T6,2016,700000,50000,Diesel,Individual,Manual,FirstOwner,18.49,1493,100,7
HyundaiSantroXingABS,2010,140000,40000,Petrol,Individual,Manual,SecondOwner,,,,
HyundaiGrandi101.2KappaSportzOption,2018,528000,5000,Petrol,Individual,Manual,FirstOwner,18.9,1197,81.86,5
JeepCompass2.0LimitedOption,2017,1500000,12000,Diesel,Individual,Manual,FirstOwner,17.1,1956,170,5
MahindraBolero2011-2019DI-ACBSIII,2016,560000,72000,Diesel,Individual,Manual,FirstOwner,15.96,2523,63,9
MahindraBolero2011-2019DI-ACBSIII,2016,600000,70000,Diesel,Individual,Manual,FirstOwner,15.96,2523,63,9
ChevroletAveoU-VA1.2LS,2007,102000,50000,Petrol,Individual,Manual,SecondOwner,15.26,1150,74.9,5
MahindraXUV500W8AWD,2014,750000,70000,Diesel,Individual,Manual,SecondOwner,15.1,2179,140,7
ChevroletAveoU-VA1.2,2010,148000,70000,Petrol,Individual,Manual,ThirdOwner,14.7,1150,76,5
MarutiBalenoAlpha1.2,2015,650000,50000,Petrol,Individual,Manual,FirstOwner,21.4,1197,83.1,5
VolkswagenPoloPetrolTrendline1.2L,2012,310000,40000,Petrol,Individual,Manual,FirstOwner,16.47,1198,73.9,5
HyundaiXcent1.2KappaS,2014,480000,30000,Petrol,Individual,Manual,FirstOwner,19.1,1197,82,5
MarutiAlto800VXI,2018,320000,15000,Petrol,Individual,Manual,FirstOwner,24.7,796,47.3,5
HondaCityiVTECVX,2015,750000,40000,Petrol,Individual,Manual,FirstOwner,17.4,1497,117.3,5
NissanMicraActiveXLPetrol,2017,370000,40000,Petrol,Individual,Manual,FirstOwner,19.49,1198,67.04,5
MarutiSwiftZXI,2013,320000,60000,Petrol,Individual,Manual,Fourth&AboveOwner,18.6,1197,85.8,5
MarutiSwiftZXI,2013,420000,67000,Petrol,Individual,Manual,FirstOwner,18.6,1197,85.8,5
MarutiSwiftDzireVXi,2010,240000,60000,Petrol,Individual,Manual,SecondOwner,17.5,1298,85.8,5
DatsunRediGO1.0S,2017,220000,60000,Petrol,Individual,Manual,FirstOwner,22.5,999,67,5
TataTiago1.2RevotronXM,2016,350000,30000,Petrol,Individual,Manual,FirstOwner,23.84,1199,84,5
HondaAmazeVXi-DTEC,2018,675000,40000,Diesel,Individual,Manual,FirstOwner,25.8,1498,98.6,5
ToyotaEtiosCross1.2LG,2016,434999,50000,Petrol,Individual,Manual,SecondOwner,18.16,1197,78.8,5
HondaCR-V2.0L2WDAT,2006,125000,200000,Petrol,Individual,Automatic,ThirdOwner,13.1,1997,141.1,5
MahindraKUV100mFALCONG80K6AW,2016,400000,14000,Petrol,Individual,Manual,SecondOwner,18.15,1198,82,6
ChevroletTaveraNeo39StrBSIII,2015,425000,70000,Diesel,Individual,Manual,FirstOwner,13.58,2499,72.4,9
MarutiRitzGenusVDi,2010,311000,94000,Diesel,Individual,Manual,SecondOwner,21.1,1248,75,5
ChevroletTaveraNeo310SeatsBSIII,2015,509999,197000,Diesel,Individual,Manual,FirstOwner,13.58,2499,72.4,10
FordFigo1.5DTrendMT,2015,530000,79000,Diesel,Individual,Manual,SecondOwner,25.83,1498,99,5
SkodaOctaviaRider1.9ATTDI,2008,210000,120000,Diesel,Individual,Manual,SecondOwner,18.7,1896,66,5
MahindraMarazzoM28StrBSIV,2019,977000,30000,Diesel,Individual,Manual,FirstOwner,17.3,1497,121,8
MarutiWagonRVXIBSIV,2018,440000,20000,Petrol,Individual,Manual,FirstOwner,20.51,998,67.04,5
MarutiWagonRVXIBSIV,2018,440000,17000,Petrol,Individual,Manual,FirstOwner,20.51,998,67.04,5
Hyundaii201.2Spotz,2018,655000,20000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
RenaultKWIDRXTOptional,2016,295000,60000,Petrol,Individual,Manual,FirstOwner,25.17,799,53.3,5
Hyundaii201.2Spotz,2018,655000,20000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
HyundaiGetz1.1GLE,2007,65000,70000,Petrol,Individual,Manual,ThirdOwner,15,1086,66.6,5
TataHexaXT,2017,1200000,150000,Diesel,Individual,Manual,FirstOwner,17.6,2179,153.86,7
TataHexaXM,2017,1251000,35000,Diesel,Individual,Manual,FirstOwner,17.6,2179,153.86,7
TataIndigoCSeLXBSIV,2010,200000,60000,Diesel,Individual,Manual,FirstOwner,23.03,1396,69,5
Hyundaii20Active1.4SXwithAVN,2016,750000,40000,Diesel,Individual,Manual,FirstOwner,21.19,1396,88.73,5
MarutiWagonRLXICNG,2018,400000,60000,CNG,Individual,Manual,FirstOwner,26.6,998,58.16,5
HondaAmazeEi-VTEC,2017,475000,57000,Petrol,Individual,Manual,FirstOwner,17.8,1198,86.7,5
TataIndigoVS,2012,110000,120000,Diesel,Individual,Manual,SecondOwner,17.8,1405,70,5
RenaultKWID1.0RXT02AnniversaryEdition,2017,350000,30000,Petrol,Individual,Manual,FirstOwner,23.01,999,67,5
MarutiSwiftDzireTourLDI,2016,450000,175000,Diesel,Individual,Manual,FirstOwner,23.4,1248,74,5
TataIndigoLX,2010,150000,90000,Diesel,Individual,Manual,FirstOwner,17,1405,70,5
TataIndicaV2DLS,2009,80000,110000,Diesel,Individual,Manual,SecondOwner,17.2,1396,53.5,5
Hyundaii20Magna1.2,2015,430000,35000,Petrol,Individual,Manual,SecondOwner,18.6,1197,81.83,5
ToyotaInnovaCrysta2.4ZXMTBSIV,2017,1450000,81000,Diesel,Individual,Manual,FirstOwner,13.68,2393,147.8,7
ChevroletCruzeLTZ,2011,360000,100000,Diesel,Individual,Manual,FirstOwner,18.3,1991,147.9,5
TataHexaXTA,2017,1445000,60000,Diesel,Individual,Automatic,FirstOwner,17.6,2179,153.86,7
HondaCityiDTecS,2016,670000,60000,Diesel,Individual,Manual,FirstOwner,26,1498,98.6,5
Mercedes-BenzGLAClass200,2016,2000000,70000,Petrol,Individual,Automatic,FirstOwner,13.7,1991,183,5
MarutiSwift1.3VXi,2010,175000,83000,Petrol,Individual,Manual,SecondOwner,,,,
HondaAmazeSi-Dtech,2015,440000,50000,Diesel,Individual,Manual,FirstOwner,25.8,1498,98.6,5
Hyundaii201.4CRDiEra,2012,254999,90000,Diesel,Individual,Manual,FirstOwner,23,1396,90,5
DatsunGOPlusAOptionPetrol,2018,530000,65000,Petrol,Individual,Manual,FirstOwner,19.02,1198,67.05,7
MahindraXUV500W41.99mHawk,2016,890000,40000,Diesel,Individual,Manual,SecondOwner,16,1997,140,7
VolkswagenPoloDieselComfortline1.2L,2013,280000,80000,Diesel,Individual,Manual,SecondOwner,22.07,1199,73.9,5
MarutiSwiftDzireAMTZXI,2017,725000,35000,Petrol,Individual,Automatic,FirstOwner,21.21,1197,81.8,5
MahindraTUV300T8,2016,700000,30000,Diesel,Individual,Manual,FirstOwner,18.49,1493,100,7
MarutiZenEstiloLXIBSIII,2007,90000,70000,Petrol,Individual,Manual,FirstOwner,18.2,998,67.1,5
Hyundaii10Magna1.1L,2015,287000,100000,Petrol,Individual,Manual,SecondOwner,19.81,1086,68.05,5
HyundaiCreta1.6SXAutomatic,2018,1380000,55000,Petrol,Individual,Automatic,FirstOwner,14.8,1591,121.3,5
ToyotaInnova2.5G(Diesel)7Seater,2013,750000,80000,Diesel,Individual,Manual,SecondOwner,12.99,2494,100.6,7
HyundaiVerna1.4VTVT,2016,650000,40000,Petrol,Individual,Manual,FirstOwner,17.43,1396,105.5,5
MarutiWagonRLXIBSIV,2013,240000,108916,Petrol,Individual,Manual,SecondOwner,20.51,998,67.04,5
HyundaiEONMagnaOptional,2013,290000,40000,Petrol,Individual,Manual,SecondOwner,21.1,814,55.2,5
HyundaiEONEraPlus,2014,229999,80000,Petrol,Individual,Manual,FirstOwner,21.1,814,55.2,5
HondaCityiDTecVX,2016,1000000,50000,Diesel,Individual,Manual,SecondOwner,26,1498,98.6,5
HyundaiSantroXingGLPlus,2012,200000,90000,Petrol,Individual,Manual,SecondOwner,17.92,1086,62.1,5
MarutiAltoLX,2004,90000,70000,Petrol,Individual,Manual,Fourth&AboveOwner,19.7,796,46.3,5
Hyundaii201.4CRDiAsta,2012,330000,90000,Diesel,Individual,Manual,FirstOwner,23,1396,90,5
MarutiRitzVDiABS,2009,200000,70000,Diesel,Individual,Manual,FirstOwner,21.1,1248,73.9,5
MahindraKUV100D75K4Plus,2018,420000,31000,Diesel,Individual,Manual,FirstOwner,25.32,1198,77,6
MarutiSwiftDzireVDi,2009,260000,120000,Diesel,Individual,Manual,SecondOwner,19.3,1248,73.9,5
Hyundaii20Sportz1.2,2016,590000,40000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
MarutiSwiftVDIBSIV,2015,545000,180000,Diesel,Individual,Manual,FirstOwner,25.2,1248,74,5
MarutiWagonRLXIBSIV,2011,210000,90000,Petrol,Individual,Manual,SecondOwner,18.9,998,67.1,5
HondaCity2017-2020GXi,2008,185000,110000,Petrol,Individual,Manual,SecondOwner,17.7,1497,78,5
MarutiWagonRLXI,2006,125000,59000,Petrol,Individual,Manual,SecondOwner,18.9,998,67.1,5
HyundaiEONMagnaPlus,2014,280000,60000,Petrol,Individual,Manual,SecondOwner,21.1,814,55.2,5
HyundaiSantroXingXO,2005,99000,89500,Petrol,Individual,Manual,FirstOwner,,,,
MarutiWagonRVXI,2005,98000,70000,Petrol,Individual,Manual,SecondOwner,18.9,998,67.1,5
TataIndicaVistaAqua1.4TDI,2009,100000,190000,Diesel,Individual,Manual,FirstOwner,17,1405,71,5
MahindraVeritoVibe1.5dCiD4,2013,250000,180000,Diesel,Individual,Manual,FirstOwner,20.8,1461,64.1,5
ToyotaFortuner3.0Diesel,2010,750000,150000,Diesel,Individual,Manual,SecondOwner,11.5,2982,171,7
ChevroletOptraMagnum2.0LS,2007,160000,130000,Diesel,Individual,Manual,SecondOwner,16.52,1991,123.7,5
HyundaiVerna1.6CRDiEXAT,2013,509999,120000,Diesel,Individual,Automatic,SecondOwner,22.32,1582,126.3,5
TataIndicaV2DL,2009,95000,80000,Diesel,Individual,Manual,SecondOwner,17.88,1396,52.8,5
HyundaiVerna1.6SXCRDi(O),2014,525000,80000,Diesel,Individual,Manual,SecondOwner,22.32,1582,126.32,5
DatsunRediGO1.0TOption,2017,278000,20000,Petrol,Individual,Manual,FirstOwner,22.5,999,67,5
Maruti800AC,1997,50000,60000,Petrol,Individual,Manual,SecondOwner,16.1,796,37,4
VolkswagenPoloDieselHighline1.2L,2011,254999,120000,Diesel,Individual,Manual,ThirdOwner,22.07,1199,73.9,5
MarutiSwiftDzireVXI1.2,2019,675000,10000,Petrol,Individual,Manual,FirstOwner,21.21,1197,81.8,5
MarutiSwiftDzireVDI,2016,600000,147000,Diesel,Individual,Manual,SecondOwner,26.59,1248,74,5
MarutiS-Cross2017-2020ZetaDDiS200SH,2018,950000,51000,Diesel,Individual,Manual,FirstOwner,25.1,1248,88.5,5
HondaCity2017-2020GXi,2007,229999,60000,Petrol,Individual,Manual,ThirdOwner,17.7,1497,78,5
ToyotaInnova2.5G4Diesel8-seater,2009,600000,220000,Diesel,Individual,Manual,FirstOwner,12.8,2494,102,8
MarutiAlto800VXIOptional,2017,330000,20000,Petrol,Individual,Manual,FirstOwner,24.7,796,47.3,5
MarutiAltoK10VXI,2017,350000,40000,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
VolkswagenPolo1.2MPIComfortline,2016,560000,35000,Petrol,Individual,Manual,FirstOwner,16.2,1199,74,5
MarutiWagonRVXIBSIV,2017,440000,30000,Petrol,Individual,Manual,FirstOwner,20.51,998,67.04,5
MarutiA-StarVxi,2011,220000,90000,Petrol,Individual,Manual,SecondOwner,19,998,66.1,5
MarutiSwiftDzireZDI,2017,750000,110000,Diesel,Individual,Manual,SecondOwner,28.4,1248,74.02,5
MahindraXUV500W62WD,2015,800000,140000,Diesel,Individual,Manual,FirstOwner,15.1,2179,140,7
TataIndicaV2DLX,2007,59259,104000,Diesel,Individual,Manual,SecondOwner,17.2,1396,53.5,5
MarutiBalenoZetaAutomatic,2018,740000,9000,Petrol,Individual,Automatic,FirstOwner,21.4,1197,83.1,5
